-0.677419354838709,-0.809633769752683,-0.424917635936239,0.2,-0.804301296620217,-0.626641156474028,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0.55617846297594
0.225806451612903,-0.686379218613733,-0.731062559038376,-0.117647058823531,-0.996986726054507,-0.336772929837167,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.549637935061901
-0.612903225806454,-0.866693725763368,-0.387331318836289,-0.705882352941179,-0.567708657882854,-0.223761996390051,1,-1,1,-1,-1,-1,-1,1,-1,-1,0.645643541228685
-0.548387096774194,-0.913620781386265,-0.369415938819606,-0.670588235294118,-0.622255085917753,-0.180850298252327,1,-1,1,-1,-1,-1,1,-1,1,-1,0.516468114926419
-0.741935483870969,-0.742440913354211,-0.484805939328455,-0.682352941176474,-0.604481308401788,-0.194134935348072,1,-1,1,-1,-1,-1,1,-1,-1,-1,0.31441252043915
-0.548387096774194,-0.913620781386265,-0.369415938819606,-0.482352941176474,-0.851097864095669,-0.089990241706457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.397337070777856
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.552941176470592,-0.777532777148994,-0.099380010587618,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.672039243167484
-0.806451612903229,-0.665115156567955,-0.569627278221942,-0.729411764705883,-0.529302546714578,-0.25759710914783,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.622518103246905
-0.032258064516128,-0.924252812409154,-0.618520728603813,-0.494117647058827,-0.839857929177058,-0.089743937000581,1,-1,1,-1,-1,-1,-1,1,-1,-1,0.678579771081523
-0.225806451612903,-0.996262553683966,-0.482816372670221,-0.611764705882357,-0.704998496062557,-0.128930031535228,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.484232655921514
-0.677419354838709,-0.809633769752683,-0.424917635936239,-0.823529411764709,-0.359343495548096,-0.438162139300364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.450362064938099
-0.677419354838709,-0.809633769752683,-0.424917635936239,-0.176470588235296,-1,-0.277124886639658,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.516468114926419
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.823529411764709,-0.359343495548096,-0.438162139300364,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0.145059565522074
0.032258064516128,-0.879983764541979,-0.659246567931552,-0.682352941176474,-0.604481308401788,-0.194134935348072,-1,-1,-1,1,-1,-1,1,-1,1,-1,0.284746554543331
-0.741935483870969,-0.742440913354211,-0.484805939328455,-0.764705882352944,-0.468630641244661,-0.316583757028873,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.49007241298762
-0.741935483870969,-0.742440913354211,-0.484805939328455,-0.764705882352944,-0.468630641244661,-0.316583757028873,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.529782761037141
-0.935483870967745,-0.480064941832083,-0.824593259348714,-0.788235294117648,-0.426140878453036,-0.361626762630649,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0.662228451296426
-0.290322580645163,-1,-0.44184280540556,-0.552941176470592,-0.777532777148994,-0.099380010587618,1,-1,1,-1,-1,-1,-1,-1,-1,1,0.668768979210465
-0.612903225806454,-0.866693725763368,-0.387331318836289,-0.529411764705883,-0.803687933447225,-0.093273460180434,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.668768979210465
-0.096774193548388,-0.958388959888545,-0.573786383478347,-0.529411764705883,-0.803687933447225,-0.093273460180434,1,-1,1,-1,-1,-1,-1,1,-1,-1,0.516468114926419
0.161290322580648,-0.761046967644268,-0.718148532357831,-0.517647058823531,-0.816152963852836,-0.091365895850296,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.483298294790937
0.096774193548388,-0.825581816287014,-0.693332852252555,-0.764705882352944,-0.468630641244661,-0.316583757028873,1,-1,-1,-1,-1,-1,1,-1,-1,1,0.678579771081523
0.419354838709679,-0.401578569195413,-0.672084226441628,0.435294117647056,-0.469639722593777,-0.646206847355131,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.450362064938099
-0.096774193548388,-0.958388959888545,-0.573786383478347,-0.529411764705883,-0.803687933447225,-0.093273460180434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.82434010745153
-0.290322580645163,-1,-0.44184280540556,-0.529411764705883,-0.803687933447225,-0.093273460180434,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0.390562952581172
-0.096774193548388,-0.958388959888545,-0.573786383478347,0.023529411764704,-0.948101622027171,-0.482339785009776,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.294557346414389
-0.806451612903229,-0.665115156567955,-0.569627278221942,-0.505882352941179,-0.828209629096115,-0.090195938252772,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.400607334734875
-0.032258064516128,-0.924252812409154,-0.618520728603813,-0.176470588235296,-1,-0.277124886639658,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.384022424667134
-0.225806451612903,-0.996262553683966,-0.482816372670221,0.035294117647056,-0.941373489803052,-0.493857668471961,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0.357626722728335
-0.806451612903229,-0.665115156567955,-0.569627278221942,-0.611764705882357,-0.704998496062557,-0.128930031535228,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0.31441252043915
-0.806451612903229,-0.665115156567955,-0.569627278221942,-0.611764705882357,-0.704998496062557,-0.128930031535228,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0.274702172389629
-0.354838709677419,-0.993604545928244,-0.407384929179171,-0.882352941176474,-0.239847220793164,-0.590953441613439,1,-1,1,1,-1,-1,-1,1,-1,-1,0.529782761037141
0.354838709677418,-0.506645019389306,-0.710661455289273,-0.517647058823531,-0.816152963852836,-0.091365895850296,-1,1,1,1,-1,-1,-1,1,-1,-1,0.406680682083625
-0.290322580645163,-1,-0.44184280540556,-0.117647058823531,-0.996986726054507,-0.336772929837167,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.58257416491474
-0.290322580645163,-1,-0.44184280540556,-0.470588235294117,-0.86192943385194,-0.090915201983127,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0.417192244802616
-0.032258064516128,-0.924252812409154,-0.618520728603813,-0.294117647058826,-0.975399160715883,-0.172866011284097,1,-1,1,-1,-1,-1,-1,-1,1,-1,0.705209063302967
-0.677419354838709,-0.809633769752683,-0.424917635936239,-0.317647058823531,-0.965578610911045,-0.155756416313746,1,-1,1,-1,-1,-1,-1,-1,1,-1,0.589348283111423
-0.161290322580643,-0.98239220698015,-0.527674581764151,-0.482352941176474,-0.851097864095669,-0.089990241706457,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.736042980612006
0.096774193548388,-0.825581816287014,-0.693332852252555,0.588235294117648,-0.164515372155787,-0.485560555756157,1,-1,1,-1,-1,-1,-1,-1,1,-1,0.565989254846998
0.225806451612903,-0.686379218613733,-0.731062559038376,-0.658823529411766,-0.639620498271382,-0.168558722923721,1,-1,1,-1,-1,-1,-1,1,-1,-1,0.072880168185004
-0.548387096774194,-0.913620781386265,-0.369415938819606,0.235294117647056,-0.764515372155786,-0.645174866536753,-1,1,1,-1,-1,-1,-1,-1,1,-1,0.523008642840458
-0.677419354838709,-0.809633769752683,-0.424917635936239,0.282352941176469,-0.705750360597196,-0.662514525407872,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.638869423032002
-0.419354838709679,-0.977076191468706,-0.382073793200048,-0.411764705882352,-0.909961805198293,-0.105032073373913,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0.558514365802383
-0.548387096774194,-0.913620781386265,-0.369415938819606,-0.058823529411765,-0.983764323050644,-0.398158312169275,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.417192244802616
-0.741935483870969,-0.742440913354211,-0.484805939328455,-0.882352941176474,-0.239847220793164,-0.590953441613439,1,-1,1,-1,-1,-1,1,-1,-1,-1,0.390562952581172
-0.741935483870969,-0.742440913354211,-0.484805939328455,-0.882352941176474,-0.239847220793164,-0.590953441613439,1,-1,1,-1,-1,-1,1,-1,-1,-1,0.715019855174025
0.161290322580648,-0.761046967644268,-0.718148532357831,-0.388235294117648,-0.926316197600488,-0.114741647371298,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.55617846297594
-0.677419354838709,-0.809633769752683,-0.424917635936239,-0.388235294117648,-0.926316197600488,-0.114741647371298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.529782761037141
-0.354838709677419,-0.993604545928244,-0.407384929179171,-0.588235294117648,-0.735237303984134,-0.114563146374744,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.476991357159542
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.94117647058824,-0.110141816979861,-0.777413962377012,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.559448726932959
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.529411764705883,-0.803687933447225,-0.093273460180434,1,-1,-1,-1,-1,1,-1,1,-1,-1,0.629058631160944
-0.419354838709679,-0.977076191468706,-0.382073793200048,-0.435294117647061,-0.891973952146756,-0.097565512365201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.632328895117963
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.411764705882352,-0.909961805198293,-0.105032073373913,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.68722261153936
0.032258064516128,-0.879983764541979,-0.659246567931552,-0.823529411764709,-0.359343495548096,-0.438162139300364,1,-1,1,-1,-1,-1,-1,-1,1,-1,0.682083625321186
-0.677419354838709,-0.809633769752683,-0.424917635936239,-0.588235294117648,-0.735237303984134,-0.114563146374744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.781359495444989
-0.870967741935485,-0.577656499393911,-0.682012701825693,-0.647058823529413,-0.656577545462679,-0.157240558974979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.804484933426769
-0.548387096774194,-0.913620781386265,-0.369415938819606,-0.647058823529413,-0.656577545462679,-0.157240558974979,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0.410418126605933
0.032258064516128,-0.879983764541979,-0.659246567931552,-0.141176470588235,-0.99941713111971,-0.312567679151114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.781359495444989
-0.612903225806454,-0.866693725763368,-0.387331318836289,-0.729411764705883,-0.529302546714578,-0.25759710914783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.440317682784396
-0.806451612903229,-0.665115156567955,-0.569627278221942,-0.541176470588235,-0.790814537879277,-0.095938281630451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.357626722728335
-0.806451612903229,-0.665115156567955,-0.569627278221942,-0.541176470588235,-0.790814537879277,-0.095938281630451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.809390329362298
-0.419354838709679,-0.977076191468706,-0.382073793200048,-0.541176470588235,-0.790814537879277,-0.095938281630451,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.721793973370708
-0.354838709677419,-0.993604545928244,-0.407384929179171,-0.647058823529413,-0.656577545462679,-0.157240558974979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.549637935061901
-0.096774193548388,-0.958388959888545,-0.573786383478347,-0.294117647058826,-0.975399160715883,-0.172866011284097,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.589348283111423
-0.225806451612903,-0.996262553683966,-0.482816372670221,-0.376470588235296,-0.933880846058086,-0.120388438272559,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0.431674842326559
-0.612903225806454,-0.866693725763368,-0.387331318836289,0.047058823529413,-0.934236992416597,-0.505189590465001,-1,-1,-1,1,-1,-1,1,1,-1,-1,0.55617846297594
-0.354838709677419,-0.993604545928244,-0.407384929179171,-0.588235294117648,-0.735237303984134,-0.114563146374744,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.276570894650782
-0.096774193548388,-0.958388959888545,-0.573786383478347,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0.456435412286849
-0.612903225806454,-0.866693725763368,-0.387331318836289,-0.282352941176469,-0.979696887874804,-0.181977008024587,1,-1,-1,-1,1,-1,1,1,-1,-1,1
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.08235294117647,-0.990278379739191,-0.373552881638451,-1,1,-1,1,-1,-1,-1,-1,1,-1,0.370707778556412
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.623529411764709,-0.689266544358265,-0.137445863668005,1,-1,1,-1,1,-1,-1,-1,-1,-1,0.75496379350619
0.096774193548388,-0.825581816287014,-0.693332852252555,-0.176470588235296,-1,-0.277124886639658,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0.496612940901658
-0.419354838709679,-0.977076191468706,-0.382073793200048,-0.588235294117648,-0.735237303984134,-0.114563146374744,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0.715019855174025
-0.870967741935485,-0.577656499393911,-0.682012701825693,-0.623529411764709,-0.689266544358265,-0.137445863668005,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0.648913805185704
-0.870967741935485,-0.577656499393911,-0.682012701825693,-0.352941176470592,-0.947785047486273,-0.133167775943875,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.75496379350619
-0.741935483870969,-0.742440913354211,-0.484805939328455,0.752941176470587,0.24126109784332,-0.101617774913771,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0.446858210698435
-0.290322580645163,-1,-0.44184280540556,-0.294117647058826,-0.975399160715883,-0.172866011284097,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.493342676944639
0.161290322580648,-0.761046967644268,-0.718148532357831,-0.364705882352944,-0.941037129353344,-0.126537031259177,1,-1,1,1,-1,-1,-1,-1,-1,1,0.410418126605933
-0.612903225806454,-0.866693725763368,-0.387331318836289,-0.517647058823531,-0.816152963852836,-0.091365895850296,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0.711749591217005
-0.419354838709679,-0.977076191468706,-0.382073793200048,0.294117647058822,-0.69003819480171,-0.665402017089228,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.728334501284746
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.4,-0.918343183980559,-0.109616308942659,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.715019855174025
0.161290322580648,-0.761046967644268,-0.718148532357831,0.058823529411765,-0.926692129867806,-0.516315900601624,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.320719458070544
0.032258064516128,-0.879983764541979,-0.659246567931552,-0.647058823529413,-0.656577545462679,-0.157240558974979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.34524643774819
-0.612903225806454,-0.866693725763368,-0.387331318836289,-0.447058823529413,-0.882367477877486,-0.09472248769977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.324924083158141
-0.419354838709679,-0.977076191468706,-0.382073793200048,-0.494117647058827,-0.839857929177058,-0.089743937000581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.205325858444289
-0.806451612903229,-0.665115156567955,-0.569627278221942,-0.529411764705883,-0.803687933447225,-0.093273460180434,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.259051623452464
-0.677419354838709,-0.809633769752683,-0.424917635936239,-0.705882352941179,-0.567708657882854,-0.223761996390051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.506423732772717
-0.419354838709679,-0.977076191468706,-0.382073793200048,-0.411764705882352,-0.909961805198293,-0.105032073373913,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.417192244802616
0.419354838709679,-0.401578569195413,-0.672084226441628,0.117647058823531,-0.882842339688836,-0.568175509884037,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.609203457136183
-0.483870967741939,-0.950414936621378,-0.368540446677192,-0.470588235294117,-0.86192943385194,-0.090915201983127,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.238262088297127
-0.354838709677419,-0.993604545928244,-0.407384929179171,-0.376470588235296,-0.933880846058086,-0.120388438272559,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.683952347582341
-0.548387096774194,-0.913620781386265,-0.369415938819606,-0.364705882352944,-0.941037129353344,-0.126537031259177,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.367437514599393
-0.677419354838709,-0.809633769752683,-0.424917635936239,0.823529411764704,0.439667209011593,0.142863174759763,1,-1,1,-1,-1,1,-1,-1,-1,-1,0.542863816865218
